energy_gwh,biodiversity_objective2,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
41.23687744140625,0.14739999999999995,0.8369285040459068,0.849732908444113,0.9685774041500084,0.912598769278822,0.985251373466235,0.11734403135530647,0.27655849461146936,0.9371037482558926,0.11227965806056052,0.33523717899368377
52.32395553588867,0.1543333333333333,0.8990595921382292,0.9367986220454121,0.8309034877193632,0.8599401849342733,0.8827700467639563,0.7564656784158545,0.07278981720499361,0.9553756424027201,0.42899163020830267,0.6323162958760308
52.78266906738281,0.20933333333333334,0.8981167851604274,0.9632718618003687,0.829439906726369,0.7608971702091539,0.9000774882867169,0.4133830790129353,0.028530274004507007,0.9672524612535542,0.4504332273460424,0.9196914691307243
55.496212005615234,0.2756,0.6936654157810425,0.9394192713299158,0.669251658204642,0.7510984892901269,0.9406069086668034,0.39136360977911744,0.056646755944723126,0.7931462855537182,0.35356165277632084,0.9198192527573857
56.495826721191406,0.33986666666666665,0.9310545934926194,0.9895827285917688,0.8314389458810221,0.6114731766750672,0.6005380257088371,0.8141428566817093,0.10223173267160841,0.822038502620946,0.2528978096797402,0.9287928363087352
57.265419006347656,0.3399333333333334,0.7742342176281798,0.9895827285917688,0.8331636566682891,0.6041973867503686,0.6005380257088371,0.8141428566817093,0.1022040298563534,0.7896797997456173,0.2528978096797402,0.9287928363087352
60.49359130859375,0.34640000000000004,0.8814685103333658,0.9690633255445068,0.8331636566682891,0.592573998526471,0.6358761079118392,0.8196077502821381,0.10980287558519472,0.7873735649185098,0.08489445698565479,0.9285019470501138
60.97459030151367,0.34700000000000003,0.87167161383017,0.9704157748083232,0.8331636566682891,0.593539838858023,0.6586233970239024,0.7893176913386315,0.06432196245630942,0.787056588065223,0.08477745817108692,0.9284806014035745
61.48183822631836,0.3486666666666667,0.7246600109248507,0.9702681930258507,0.832783655621147,0.5921861746480459,0.7814101204841922,0.8157632492533379,0.10928493842162726,0.8098229594782471,0.07513523676372881,0.9566240327086397
62.1109504699707,0.4483333333333333,0.7464243021164458,0.4880542922834547,0.5111859891373627,0.6006422564241329,0.9828684301774174,0.7644679126548808,0.32538456259243753,0.16310564847575565,0.038753948469143165,0.9243470042635635
62.1125602722168,0.5395333333333333,0.40880905396892575,0.9572775722421999,0.8331636566682891,0.6216390519673682,0.9839212174430447,0.8216046180583668,0.10928493842162726,0.8225234260519484,0.08485107962161348,0.928711155153673
65.09081268310547,0.5892,0.8969057816123644,0.9929916689383973,0.8331443610884539,0.3941663015439787,0.363550094247527,0.7632397171905185,0.062247379840925876,0.9605390758732805,0.08115130883900498,0.9398309725586199
67.5165786743164,0.5894,0.8969057816123644,0.9697327316602876,0.8331636566682891,0.3942250522302744,0.363550094247527,0.7707630949871639,0.062247379840925876,0.7894453464943371,0.08105459133252896,0.9398241868920435
68.21061706542969,0.5945333333333332,0.8971479579260069,0.9707163734077078,0.8331636566682891,0.3741784270517532,0.3609368232024725,0.7707630949871639,0.062247379840925876,0.7955148664532048,0.10918727745212552,0.9558565485166817
68.29380798339844,0.6026,0.8969057816123644,0.9697327316602876,0.8331636566682891,0.35379186361956794,0.3574721348468476,0.7707630949871639,0.062247379840925876,0.7894453464943371,0.08489445698565479,0.9398241868920435
69.6726303100586,0.8980666666666667,0.38776063454286275,0.9491990242031231,0.13993170007576516,0.6931319069153441,0.5217658206001446,0.12364545014432307,0.816386735296705,0.9608637582997741,0.20120320072466447,0.9688895230811174
69.77339172363281,0.8994000000000001,0.38776063454286275,0.9491990242031231,0.13993170007576516,0.6981272085653277,0.5149160629592014,0.12258281548075106,0.8198911374793092,0.9333873844931453,0.20073064800663945,0.9685295046232204
